architecture,regularization,examples,loss,acc,val_acc,val_loss
"[13, 2, 3]",0.1,20,2.7615114997496746,0.6,0.5294117647058824,2.9021331382167723
"[13, 2, 3]",0.1,40,2.7212865658230583,0.6,0.5294117647058824,2.901132092655838
"[13, 2, 3]",0.1,60,2.761586825858763,0.5833333333333334,0.5294117647058824,2.8980717620976817
"[13, 2, 3]",0.1,80,2.7690727899830465,0.55,0.5294117647058824,2.8989275285198417
"[13, 2, 3]",0.1,100,2.7794968885144415,0.53,0.5294117647058824,2.8980300646302704
"[13, 2, 3]",0.1,120,2.7893046418505847,0.5166666666666667,0.5294117647058824,2.897336019254832
"[13, 2, 3]",0.1,140,2.8144286782754535,0.4928571428571429,0.5294117647058824,2.896049064925934
"[13, 2, 3]",0.1,160,2.8123294235713034,0.49375,0.5294117647058824,2.89602305018469
"[13, 2, 3]",0.1,180,2.8165989547868433,0.4906832298136646,0.5294117647058824,2.895942686875845
