fold,epoch,architecture,regularization,loss,acc,val_acc,val_loss,precision_macro,precision_micro,recall_macro,recall_micro,labels_1_vp,labels_1_fp,labels_1_fn,labels_1_precision,labels_1_recall,labels_1_f_measure,labels_0_vp,labels_0_fp,labels_0_fn,labels_0_precision,labels_0_recall,labels_0_f_measure
1,1,"[8, 2, 2]",0.25,1.3893756316324861,0.5939306358381503,0.75,1.3952736617066206,0.7287878787878788,0.75,0.6238720262510254,0.75,7,3,16,0.7,0.30434782608695654,0.42424242424242425,50,16,3,0.7575757575757576,0.9433962264150944,0.8403361344537815
1,2,"[8, 2, 2]",0.25,1.3793956292880964,0.6213872832369942,0.6973684210526315,1.3816947905977846,0.6041666666666667,0.6973684210526315,0.5246103363412633,0.6973684210526315,2,2,21,0.5,0.08695652173913043,0.14814814814814817,51,21,2,0.7083333333333334,0.9622641509433962,0.816
1,3,"[8, 2, 2]",0.25,1.3666181131891288,0.6430635838150289,0.6973684210526315,1.3639173837612435,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,4,"[8, 2, 2]",0.25,1.3527355576904727,0.6459537572254336,0.6973684210526315,1.3439267206352898,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,5,"[8, 2, 2]",0.25,1.3393218022243216,0.6459537572254336,0.6973684210526315,1.3235984535227148,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,6,"[8, 2, 2]",0.25,1.3276481961186621,0.6459537572254336,0.6973684210526315,1.3045062325272643,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,7,"[8, 2, 2]",0.25,1.318561838719225,0.6459537572254336,0.6973684210526315,1.2877912652365673,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,8,"[8, 2, 2]",0.25,1.3124386997078756,0.6459537572254336,0.6973684210526315,1.2741067421169163,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,9,"[8, 2, 2]",0.25,1.309211979649566,0.6459537572254336,0.6973684210526315,1.2636378718348327,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,10,"[8, 2, 2]",0.25,1.308461600282295,0.6459537572254336,0.6973684210526315,1.2561839713143421,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
1,11,"[8, 2, 2]",0.25,1.3095399597735768,0.6459537572254336,0.6973684210526315,1.2512783376830112,0.34868421052631576,0.6973684210526315,0.5,0.6973684210526315,0,0,23,0.0,0.0,0.0,53,23,0,0.6973684210526315,1.0,0.8217054263565892
