fold,epoch,architecture,regularization,loss,acc,val_acc,val_loss,precision_macro,precision_micro,recall_macro,recall_micro,labels_1_vp,labels_1_fp,labels_1_fn,labels_1_precision,labels_1_recall,labels_1_f_measure,labels_2_vp,labels_2_fp,labels_2_fn,labels_2_precision,labels_2_recall,labels_2_f_measure,labels_3_vp,labels_3_fp,labels_3_fn,labels_3_precision,labels_3_recall,labels_3_f_measure
1,1,"[13, 3, 3]",0.1,2.2664633722621605,0.33540372670807456,0.29411764705882354,2.343866109666892,0.09803921568627451,0.29411764705882354,0.3333333333333333,0.29411764705882354,0,0,4,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,5,12,0,0.29411764705882354,1.0,0.45454545454545453
1,2,"[13, 3, 3]",0.1,2.1870332501650167,0.33540372670807456,0.29411764705882354,2.2628292021422247,0.09803921568627451,0.29411764705882354,0.3333333333333333,0.29411764705882354,0,0,4,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,5,12,0,0.29411764705882354,1.0,0.45454545454545453
1,3,"[13, 3, 3]",0.1,2.090105323267664,0.33540372670807456,0.29411764705882354,2.1635927385435574,0.09803921568627451,0.29411764705882354,0.3333333333333333,0.29411764705882354,0,0,4,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,5,12,0,0.29411764705882354,1.0,0.45454545454545453
1,4,"[13, 3, 3]",0.1,1.9936190366140973,0.33540372670807456,0.29411764705882354,2.064194216759301,0.09803921568627451,0.29411764705882354,0.3333333333333333,0.29411764705882354,0,0,4,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,5,12,0,0.29411764705882354,1.0,0.45454545454545453
1,5,"[13, 3, 3]",0.1,1.9134120184212786,0.3416149068322981,0.29411764705882354,1.9806319853378211,0.09803921568627451,0.29411764705882354,0.3333333333333333,0.29411764705882354,0,0,4,0.0,0.0,0.0,0,0,8,0.0,0.0,0.0,5,12,0,0.29411764705882354,1.0,0.45454545454545453
1,6,"[13, 3, 3]",0.1,1.8595683344870912,0.5093167701863354,0.5294117647058824,1.9232274725215919,0.32857142857142857,0.5294117647058824,0.425,0.5294117647058824,0,0,4,0.0,0.0,0.0,7,3,1,0.7,0.875,0.7777777777777777,2,5,3,0.2857142857142857,0.4,0.3333333333333333
1,7,"[13, 3, 3]",0.1,1.8343928662698556,0.391304347826087,0.47058823529411764,1.8945742457972214,0.1568627450980392,0.47058823529411764,0.3333333333333333,0.47058823529411764,0,0,4,0.0,0.0,0.0,8,9,0,0.47058823529411764,1.0,0.6399999999999999,0,0,5,0.0,0.0,0.0
1,8,"[13, 3, 3]",0.1,1.8332258353466708,0.391304347826087,0.47058823529411764,1.8902960997248917,0.1568627450980392,0.47058823529411764,0.3333333333333333,0.47058823529411764,0,0,4,0.0,0.0,0.0,8,9,0,0.47058823529411764,1.0,0.6399999999999999,0,0,5,0.0,0.0,0.0
1,9,"[13, 3, 3]",0.1,1.847449307703102,0.40372670807453415,0.47058823529411764,1.9020021242725997,0.1568627450980392,0.47058823529411764,0.3333333333333333,0.47058823529411764,0,0,4,0.0,0.0,0.0,8,9,0,0.47058823529411764,1.0,0.6399999999999999,0,0,5,0.0,0.0,0.0
1,10,"[13, 3, 3]",0.1,1.8677985280988116,0.4161490683229814,0.47058823529411764,1.920579100158427,0.1568627450980392,0.47058823529411764,0.3333333333333333,0.47058823529411764,0,0,4,0.0,0.0,0.0,8,9,0,0.47058823529411764,1.0,0.6399999999999999,0,0,5,0.0,0.0,0.0
1,11,"[13, 3, 3]",0.1,1.88660028263153,0.45962732919254656,0.5294117647058824,1.9384404412555971,0.5,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,8,0,0.5,1.0,0.6666666666666666,0,0,5,0.0,0.0,0.0
1,12,"[13, 3, 3]",0.1,1.8987158229110532,0.4906832298136646,0.5294117647058824,1.9504901172826574,0.5,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,8,0,0.5,1.0,0.6666666666666666,0,0,5,0.0,0.0,0.0
1,13,"[13, 3, 3]",0.1,1.9015948743496331,0.4968944099378882,0.5882352941176471,1.9541925980118522,0.5111111111111111,0.5882352941176471,0.5,0.5882352941176471,2,0,2,1.0,0.5,0.6666666666666666,8,7,0,0.5333333333333333,1.0,0.6956521739130436,0,0,5,0.0,0.0,0.0
1,14,"[13, 3, 3]",0.1,1.8948864176327658,0.5217391304347826,0.6470588235294118,1.9491886920123955,0.5238095238095238,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,6,0,0.5714285714285714,1.0,0.7272727272727273,0,0,5,0.0,0.0,0.0
1,15,"[13, 3, 3]",0.1,1.8798811066437116,0.546583850931677,0.6470588235294118,1.9367335853915553,0.5238095238095238,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,6,0,0.5714285714285714,1.0,0.7272727272727273,0,0,5,0.0,0.0,0.0
1,16,"[13, 3, 3]",0.1,1.858912846557165,0.5652173913043478,0.6470588235294118,1.9190897487764007,0.5238095238095238,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,6,0,0.5714285714285714,1.0,0.7272727272727273,0,0,5,0.0,0.0,0.0
1,17,"[13, 3, 3]",0.1,1.8347748902572698,0.577639751552795,0.6470588235294118,1.8989362045600335,0.5238095238095238,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,6,0,0.5714285714285714,1.0,0.7272727272727273,0,0,5,0.0,0.0,0.0
1,18,"[13, 3, 3]",0.1,1.810189526653888,0.5838509316770186,0.7058823529411765,1.8788381770248066,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,19,"[13, 3, 3]",0.1,1.7873786080236806,0.5962732919254659,0.7058823529411765,1.8608264395217209,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,20,"[13, 3, 3]",0.1,1.7677867109813417,0.5962732919254659,0.7058823529411765,1.8461367317855857,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,21,"[13, 3, 3]",0.1,1.7519914250059234,0.5962732919254659,0.7058823529411765,1.8351397917934735,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,22,"[13, 3, 3]",0.1,1.7397953469686758,0.5962732919254659,0.7058823529411765,1.827452109532745,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,23,"[13, 3, 3]",0.1,1.7304493233947256,0.5962732919254659,0.7058823529411765,1.8221737277191326,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,24,"[13, 3, 3]",0.1,1.7229295163692018,0.6024844720496895,0.7058823529411765,1.8181743591056756,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,25,"[13, 3, 3]",0.1,1.7161934769258032,0.6273291925465838,0.6470588235294118,1.8143532517349712,0.5384615384615384,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,1,5,0.0,0.0,0.0
1,26,"[13, 3, 3]",0.1,1.709366001308117,0.5838509316770186,0.6470588235294118,1.8098246337829693,0.5384615384615384,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,1,5,0.0,0.0,0.0
1,27,"[13, 3, 3]",0.1,1.7018378723377736,0.5900621118012422,0.5294117647058824,1.8040130457056607,0.5384615384615384,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,3,5,0.0,0.0,0.0
1,28,"[13, 3, 3]",0.1,1.6932861311367244,0.577639751552795,0.5882352941176471,1.7966681586192343,0.6388888888888888,0.5882352941176471,0.48333333333333334,0.5882352941176471,1,0,3,1.0,0.25,0.4,8,4,0,0.6666666666666666,1.0,0.8,1,3,4,0.25,0.2,0.22222222222222224
1,29,"[13, 3, 3]",0.1,1.683638155704365,0.5652173913043478,0.5882352941176471,1.7878219287817827,0.6388888888888888,0.5882352941176471,0.48333333333333334,0.5882352941176471,1,0,3,1.0,0.25,0.4,8,4,0,0.6666666666666666,1.0,0.8,1,3,4,0.25,0.2,0.22222222222222224
1,30,"[13, 3, 3]",0.1,1.673005004844889,0.5527950310559007,0.5882352941176471,1.7777138281705138,0.6388888888888888,0.5882352941176471,0.48333333333333334,0.5882352941176471,1,0,3,1.0,0.25,0.4,8,4,0,0.6666666666666666,1.0,0.8,1,3,4,0.25,0.2,0.22222222222222224
1,31,"[13, 3, 3]",0.1,1.6616061135265299,0.5527950310559007,0.5882352941176471,1.7667064293522303,0.6388888888888888,0.5882352941176471,0.48333333333333334,0.5882352941176471,1,0,3,1.0,0.25,0.4,8,4,0,0.6666666666666666,1.0,0.8,1,3,4,0.25,0.2,0.22222222222222224
1,32,"[13, 3, 3]",0.1,1.6497010914518329,0.5527950310559007,0.5294117647058824,1.755207396678363,0.5384615384615384,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,3,5,0.0,0.0,0.0
1,33,"[13, 3, 3]",0.1,1.6375375536131103,0.5403726708074534,0.5294117647058824,1.7436073225710873,0.5384615384615384,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,3,5,0.0,0.0,0.0
1,34,"[13, 3, 3]",0.1,1.6253180487366499,0.5527950310559007,0.5294117647058824,1.7322371681490896,0.5384615384615384,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,3,5,0.0,0.0,0.0
1,35,"[13, 3, 3]",0.1,1.6131849083782472,0.5714285714285714,0.5294117647058824,1.7213448833864458,0.5384615384615384,0.5294117647058824,0.4166666666666667,0.5294117647058824,1,0,3,1.0,0.25,0.4,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,3,5,0.0,0.0,0.0
1,36,"[13, 3, 3]",0.1,1.601219298073996,0.577639751552795,0.6470588235294118,1.7110881451072482,0.5384615384615384,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,1,5,0.0,0.0,0.0
1,37,"[13, 3, 3]",0.1,1.5894496618250957,0.5900621118012422,0.6470588235294118,1.7015388462396015,0.5384615384615384,0.6470588235294118,0.5833333333333334,0.6470588235294118,3,0,1,1.0,0.75,0.8571428571428571,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,1,5,0.0,0.0,0.0
1,38,"[13, 3, 3]",0.1,1.577864767003079,0.6459627329192547,0.7058823529411765,1.6926947209420256,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,39,"[13, 3, 3]",0.1,1.566427362999636,0.6521739130434783,0.7058823529411765,1.6844940481146975,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,40,"[13, 3, 3]",0.1,1.5550857712518382,0.6583850931677019,0.7058823529411765,1.6768304885971226,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,41,"[13, 3, 3]",0.1,1.5437822100635181,0.6894409937888198,0.7058823529411765,1.6695664741145937,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,42,"[13, 3, 3]",0.1,1.5324579883138154,0.7018633540372671,0.7058823529411765,1.6625448334947235,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,43,"[13, 3, 3]",0.1,1.521056590604079,0.7018633540372671,0.7058823529411765,1.6555992089468632,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,44,"[13, 3, 3]",0.1,1.5095259698553032,0.7080745341614907,0.7058823529411765,1.64856411115728,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,45,"[13, 3, 3]",0.1,1.4978210883656335,0.7142857142857143,0.7058823529411765,1.641285198982511,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,46,"[13, 3, 3]",0.1,1.4859070934966407,0.7267080745341615,0.7058823529411765,1.633629728098804,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,47,"[13, 3, 3]",0.1,1.4737627618369311,0.7267080745341615,0.7058823529411765,1.6254963737262977,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,48,"[13, 3, 3]",0.1,1.4613832807826024,0.7267080745341615,0.7058823529411765,1.616823085158285,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,49,"[13, 3, 3]",0.1,1.4487812619104627,0.7329192546583851,0.7058823529411765,1.607591488286853,0.5384615384615384,0.7058823529411765,0.6666666666666666,0.7058823529411765,4,0,0,1.0,1.0,1.0,8,5,0,0.6153846153846154,1.0,0.761904761904762,0,0,5,0.0,0.0,0.0
1,50,"[13, 3, 3]",0.1,1.4359851614693784,0.7329192546583851,0.7647058823529411,1.597826697676443,0.8888888888888888,0.7647058823529411,0.7333333333333334,0.7647058823529411,4,0,0,1.0,1.0,1.0,8,4,0,0.6666666666666666,1.0,0.8,1,0,4,1.0,0.2,0.33333333333333337
1,51,"[13, 3, 3]",0.1,1.4230349318374809,0.7391304347826086,0.7647058823529411,1.5875921605203962,0.8888888888888888,0.7647058823529411,0.7333333333333334,0.7647058823529411,4,0,0,1.0,1.0,1.0,8,4,0,0.6666666666666666,1.0,0.8,1,0,4,1.0,0.2,0.33333333333333337
1,52,"[13, 3, 3]",0.1,1.4099755306123334,0.7391304347826086,0.7647058823529411,1.5769801272025858,0.8888888888888888,0.7647058823529411,0.7333333333333334,0.7647058823529411,4,0,0,1.0,1.0,1.0,8,4,0,0.6666666666666666,1.0,0.8,1,0,4,1.0,0.2,0.33333333333333337
1,53,"[13, 3, 3]",0.1,1.396849598018379,0.7515527950310559,0.7647058823529411,1.566099247599331,0.8888888888888888,0.7647058823529411,0.7333333333333334,0.7647058823529411,4,0,0,1.0,1.0,1.0,8,4,0,0.6666666666666666,1.0,0.8,1,0,4,1.0,0.2,0.33333333333333337
1,54,"[13, 3, 3]",0.1,1.3836909344491393,0.7577639751552795,0.7647058823529411,1.5550613567617733,0.8888888888888888,0.7647058823529411,0.7333333333333334,0.7647058823529411,4,0,0,1.0,1.0,1.0,8,4,0,0.6666666666666666,1.0,0.8,1,0,4,1.0,0.2,0.33333333333333337
